filename,category_folder,phrase,meaningful_tokens,word_count,meaningful_token_count
496.jpg,Looks_Like_Fire,"Sunset illuminates modern building, vibrant clouds, calm water reflecting hues.",sunset illuminates modern building vibrant clouds calm water reflecting hues,10,10
59.jpg,Looks_Like_Fire,Bright streetlamps and dense smoke create a hazy atmosphere.,bright streetlamps dense smoke create hazy atmosphere,9,7
61.jpg,Looks_Like_Fire,"Christmas tree lights and fireplace active flames create warm, glowing atmosphere.",christmas tree lights fireplace active flames create warm glowing atmosphere,11,10
PublicDataset00905.jpg,Looks_Like_Fire,"Sun setting, casting warm light and soft haze over tranquil lake and forested islands.",sun setting casting warm light soft haze tranquil lake forested islands,14,11
PublicDataset00911.jpg,Looks_Like_Fire,"Warm, cozy light from a fireplace creates a welcoming atmosphere in the room.",warm cozy light fireplace creates welcoming atmosphere room,13,8
PublicDataset00926.jpg,Looks_Like_Fire,"Sun setting, vibrant clouds reflecting warm hues, creating a dramatic sky.",sun setting vibrant clouds reflecting warm hues creating dramatic sky,11,10
PublicDataset00927.jpg,Looks_Like_Fire,"Red lanterns and candles create a warm, hazy atmosphere in the dimly lit room.",red lanterns candles create warm hazy atmosphere dimly lit room,14,10
PublicDataset00952.jpg,Looks_Like_Fire,"Warm lighting from lamps, soft evening light filtering through curtains.",warm lighting lamps soft evening light filtering curtains,10,8
PublicDataset00961.jpg,Looks_Like_Fire,"Sun setting, casting warm hues and soft light across the sky.",sun setting casting warm hues soft light across sky,11,9
PublicDataset00974.jpg,Looks_Like_Fire,"Sun setting over ocean, creating warm, golden light and soft haze.",sun setting ocean creating warm golden light soft haze,11,9
PublicDataset00989.jpg,Looks_Like_Fire,"Sun setting over vast grassland, casting warm, golden light and creating a hazy atmosphere.",sun setting vast grassland casting warm golden light creating hazy atmosphere,14,11
PublicDataset01199.jpg,Looks_Like_Fire,"Sunset illuminating mountain peaks with a soft, hazy atmosphere.",sunset illuminating mountain peaks soft hazy atmosphere,9,7
PublicDataset01221.jpg,Looks_Like_Fire,"City lights illuminating the landscape, dense smoke from a wildfire hovers in the sky.",city lights illuminating landscape dense smoke wildfire hovers sky,14,9
PublicDataset01222.jpg,Looks_Like_Fire,"Sunlight illuminates the landscape, clear blue sky with no haze or clouds.",sunlight illuminates landscape clear blue sky no haze clouds,12,9
PublicDataset01227.jpg,Looks_Like_Fire,"Sunset illuminating clouds, creating a warm, hazy atmosphere over rocky hills.",sunset illuminating clouds creating warm hazy atmosphere rocky hills,11,9
PublicDataset01231.jpg,Looks_Like_Fire,"Sun shining brightly, clear blue sky with scattered clouds, no haze or smoke.",sun shining brightly clear blue sky scattered clouds no haze smoke,13,11
PublicDataset01287.jpg,Looks_Like_Fire,"Warm light from a lamp creates a cozy, hazy atmosphere in the room.",warm light lamp creates cozy hazy atmosphere room,13,8
PublicDataset01290.jpg,Looks_Like_Fire,"Clouds diffusing sunlight, creating soft light and haze over mountainous landscape.",clouds diffusing sunlight creating soft light haze mountainous landscape,11,9
PublicDataset01292.jpg,Looks_Like_Fire,"Warm light from wall fixtures illuminates the cozy, wood-paneled room.",warm light wall fixtures illuminates cozy wood-paneled room,10,8
PublicDataset01293.jpg,Looks_Like_Fire,"Snowy street illuminated by warm, golden streetlamps and festive lights.",snowy street illuminated warm golden streetlamps festive lights,10,8
PublicDataset01296.jpg,Looks_Like_Fire,"City lights reflecting on calm water, clear sky, no haze or smoke.",city lights reflecting calm water clear sky no haze smoke,12,10
PublicDataset01297.jpg,Looks_Like_Fire,Red ceiling light illuminates room; sunset casts warm hues over cityscape.,red ceiling light illuminates room sunset casts warm hues cityscape,11,10
PublicDataset01303.jpg,Looks_Like_Fire,"Candles and a small tree create warm, flickering light in a cozy, festive atmosphere.",candles small tree create warm flickering light cozy festive atmosphere,14,10
PublicDataset01307.jpg,Looks_Like_Fire,"Warm, glowing streetlamps and string lights create a cozy, festive atmosphere in a narrow, stone-walled alley.",warm glowing streetlamps string lights create cozy festive atmosphere narrow stone-walled alley,16,12
PublicDataset01311.jpg,Looks_Like_Fire,"Tents illuminated by campfires, with aurora borealis lighting the snowy night sky.",tents illuminated campfires aurora borealis lighting snowy night sky,12,9
Screenshot 2026-04-24 142945.png,Looks_Like_Fire,"Sunset illuminates clouds, creating vibrant hues; streetlamps add warm glow.",sunset illuminates clouds creating vibrant hues streetlamps add warm glow,10,10
Screenshot 2026-04-24 142950.png,Looks_Like_Fire,"Sun setting over ocean, casting vibrant orange and red hues across the sky.",sun setting ocean casting vibrant orange red hues across sky,13,10
Screenshot 2026-04-24 142955.png,Looks_Like_Fire,"Sun setting, creating vibrant orange and pink hues in the sky.",sun setting creating vibrant orange pink hues sky,11,8
Screenshot 2026-04-24 142959.png,Looks_Like_Fire,"Sun setting over mountains, casting vibrant orange and pink hues across the sky.",sun setting mountains casting vibrant orange pink hues across sky,13,10
Screenshot 2026-04-24 143005.png,Looks_Like_Fire,"Sun setting over ocean, casting vibrant orange and red hues across the sky.",sun setting ocean casting vibrant orange red hues across sky,13,10
Screenshot 2026-04-24 143022.png,Looks_Like_Fire,"Sun setting, vibrant orange sky, clear atmosphere.",sun setting vibrant orange sky clear atmosphere,7,7
Screenshot 2026-04-24 143038.png,Looks_Like_Fire,"Sun setting over river, casting vibrant orange hues and reflections.",sun setting river casting vibrant orange hues reflections,10,8
Screenshot 2026-04-24 143048.png,Looks_Like_Fire,"Fire illuminating trees, dense smoke in the atmosphere.",fire illuminating trees dense smoke atmosphere,8,6
Screenshot 2026-04-24 143055.png,Looks_Like_Fire,"Sun setting, vibrant orange clouds, clear sky, warm glow illuminating distant structures.",sun setting vibrant orange clouds clear sky warm glow illuminating distant structures,12,12
Screenshot 2026-04-24 143102.png,Looks_Like_Fire,"Sun setting behind clouds, creating vibrant orange and blue hues.",sun setting behind clouds creating vibrant orange blue hues,10,9
Screenshot 2026-04-24 143109.png,Looks_Like_Fire,"Sun setting behind clouds, creating vibrant red and orange hues.",sun setting behind clouds creating vibrant red orange hues,10,9
Screenshot 2026-04-24 143123.png,Looks_Like_Fire,"Sun setting over calm water, creating a warm, orange-hued reflection.",sun setting calm water creating warm orange-hued reflection,10,8
Screenshot 2026-04-24 143140.png,Looks_Like_Fire,"Sunset casting orange glow over vast, dark landscape.",sunset casting orange glow vast dark landscape,8,7
Screenshot 2026-04-24 143146.png,Looks_Like_Fire,"Sun setting, creating warm orange light and soft haze over calm ocean waters.",sun setting creating warm orange light soft haze calm ocean waters,13,11
Screenshot 2026-04-24 143159.png,Looks_Like_Fire,Red light from active flames illuminates the sky and silhouettes trees and structures.,red light active flames illuminates sky silhouettes trees structures,13,9
Screenshot 2026-04-24 150208.png,Looks_Like_Fire,Red light from active flames illuminates the forested landscape.,red light active flames illuminates forested landscape,9,7
Screenshot 2026-04-24 150215.png,Looks_Like_Fire,"Sun setting over calm water, casting warm orange hues and creating a soft, hazy atmosphere.",sun setting calm water casting warm orange hues creating soft hazy atmosphere,15,12
Screenshot 2026-04-24 150234.png,Looks_Like_Fire,"Sun setting, pink sky, calm ocean, silhouetted palm trees, soft light and haze.",sun setting pink sky calm ocean silhouetted palm trees soft light haze,13,12
Screenshot 2026-04-24 154341.png,Looks_Like_Fire,"Sun setting, creating vibrant orange and pink hues in the sky.",sun setting creating vibrant orange pink hues sky,11,8
Screenshot 2026-04-24 154353.png,Looks_Like_Fire,"Sun setting behind mountains, creating warm hues and soft haze in the forested landscape.",sun setting behind mountains creating warm hues soft haze forested landscape,14,11
Screenshot 2026-04-24 154357.png,Looks_Like_Fire,"Sun setting over lake, creating vibrant red and orange reflections.",sun setting lake creating vibrant red orange reflections,10,8
Screenshot 2026-04-24 154402.png,Looks_Like_Fire,"Sunset illuminates snow-capped mountain peaks, with vibrant orange hues and clear atmospheric conditions.",sunset illuminates snow-capped mountain peaks vibrant orange hues clear atmospheric conditions,13,11
Screenshot 2026-04-24 154405.png,Looks_Like_Fire,"Sun setting behind snow-capped mountains, casting warm glow and creating soft haze.",sun setting behind snow-capped mountains casting warm glow creating soft haze,12,11
Screenshot 2026-04-24 154409.png,Looks_Like_Fire,"Sunset illuminating clouds, warm golden light, clear sky.",sunset illuminating clouds warm golden light clear sky,8,8
Screenshot 2026-04-24 154413.png,Looks_Like_Fire,"Stars and Milky Way, distant city lights, clear night sky, no haze.",stars milky way distant city lights clear night sky no haze,12,11
Screenshot 2026-04-24 154417.png,Looks_Like_Fire,"Sun setting behind clouds, casting warm hues over a forested landscape.",sun setting behind clouds casting warm hues forested landscape,11,9
Screenshot 2026-04-24 154422.png,Looks_Like_Fire,"Sun setting through tall trees, creating warm, golden light and soft haze.",sun setting tall trees creating warm golden light soft haze,12,10
Screenshot 2026-04-24 154426.png,Looks_Like_Fire,"Mountain peaks illuminated by warm, artificial lights; clear night sky with stars.",mountain peaks illuminated warm artificial lights clear night sky stars,12,10
Screenshot 2026-04-24 154432.png,Looks_Like_Fire,Sunlight filtering through dense fog in a forest canopy.,sunlight filtering dense fog forest canopy,9,6
Screenshot 2026-04-24 154437.png,Looks_Like_Fire,"Sun setting over mountains, casting warm hues and creating a soft, golden haze.",sun setting mountains casting warm hues creating soft golden haze,13,10
Screenshot 2026-04-24 154442.png,Looks_Like_Fire,"Sunlight filtering through tall trees, creating a warm, golden haze.",sunlight filtering tall trees creating warm golden haze,10,8
Screenshot 2026-04-24 154447.png,Looks_Like_Fire,"Sunlight filtering through leaves, creating a serene, hazy atmosphere in a tranquil pond.",sunlight filtering leaves creating serene hazy atmosphere tranquil pond,13,9
Screenshot 2026-04-24 154451.png,Looks_Like_Fire,"Fire on beach creating warm glow, sunset casting soft light, calm sea reflecting colors.",fire beach creating warm glow sunset casting soft light calm sea reflecting colors,14,13
Screenshot 2026-04-24 154454.png,Looks_Like_Fire,"Stars and sunset create light, with clouds diffusing the glow over a vast, open landscape.",stars sunset create light clouds diffusing glow vast open landscape,15,10
Screenshot 2026-04-24 154459.png,Looks_Like_Fire,Dark clouds and stormy sea create a gloomy atmosphere with no visible light sources.,dark clouds stormy sea create gloomy atmosphere no visible light sources,14,11
Screenshot 2026-04-24 154503.png,Looks_Like_Fire,"Sun setting over a calm lake, casting vibrant orange and pink hues across the sky.",sun setting calm lake casting vibrant orange pink hues across sky,15,11
Screenshot 2026-04-24 154509.png,Looks_Like_Fire,"Sun setting, creating warm hues and soft light in a serene, grassy field.",sun setting creating warm hues soft light serene grassy field,13,10
Screenshot 2026-04-24 154513.png,Looks_Like_Fire,"Sun setting, casting warm hues over golden grassland with scattered clouds.",sun setting casting warm hues golden grassland scattered clouds,11,9
Screenshot 2026-04-24 154519.png,Looks_Like_Fire,"Sun setting over ocean, casting vibrant orange and pink hues across the sky.",sun setting ocean casting vibrant orange pink hues across sky,13,10
Screenshot 2026-04-24 154524.png,Looks_Like_Fire,"Sunlight filtering through fog in a dense forest, creating a serene, misty atmosphere.",sunlight filtering fog dense forest creating serene misty atmosphere,13,9
Screenshot 2026-04-24 154537.png,Looks_Like_Fire,"Sun setting behind mountains, creating warm hues and soft clouds.",sun setting behind mountains creating warm hues soft clouds,10,9
Screenshot 2026-04-24 154541.png,Looks_Like_Fire,"Sun setting, creating warm glow and soft haze over misty, forested hills.",sun setting creating warm glow soft haze misty forested hills,12,10
Screenshot 2026-04-24 154545.png,Looks_Like_Fire,"Sun setting, creating warm glow and soft haze over misty, forested hills.",sun setting creating warm glow soft haze misty forested hills,12,10
Screenshot 2026-04-24 154548.png,Looks_Like_Fire,Crescent moon illuminating calm sea with soft sunset hues.,crescent moon illuminating calm sea soft sunset hues,9,8
Screenshot 2026-04-24 154551.png,Looks_Like_Fire,"Stormy ocean waves with sunlight reflecting off turbulent water, creating a misty atmosphere.",stormy ocean waves sunlight reflecting off turbulent water creating misty atmosphere,13,11
Screenshot 2026-04-24 154556.png,Looks_Like_Fire,"Sun setting over forest, creating warm, golden light and misty atmosphere.",sun setting forest creating warm golden light misty atmosphere,11,9
Screenshot 2026-04-24 154601.png,Looks_Like_Fire,"Sun setting over mountains, casting warm hues and soft light across the valley.",sun setting mountains casting warm hues soft light across valley,13,10
Screenshot 2026-04-24 154607.png,Looks_Like_Fire,"Sunlight filtering through misty forest canopy, creating golden rays and soft haze.",sunlight filtering misty forest canopy creating golden rays soft haze,12,10
Screenshot 2026-04-24 154614.png,Looks_Like_Fire,"Sun setting over calm lake, creating warm reflections and soft haze.",sun setting calm lake creating warm reflections soft haze,11,9
Screenshot 2026-04-24 154731.png,Looks_Like_Fire,"Sun setting over forested lake, casting golden rays and warm hues across tranquil waters.",sun setting forested lake casting golden rays warm hues across tranquil waters,14,12
Screenshot 2026-04-24 154736.png,Looks_Like_Fire,"Sun setting, casting vibrant orange and red hues across the sky, with scattered clouds enhancing the dramatic atmosphere.",sun setting casting vibrant orange red hues across sky scattered clouds enhancing dramatic atmosphere,18,14
Screenshot 2026-04-24 154930.png,Looks_Like_Fire,"Autumn leaf illuminated by active flames, creating a warm, glowing atmosphere.",autumn leaf illuminated active flames creating warm glowing atmosphere,11,9
Screenshot 2026-04-24 154935.png,Looks_Like_Fire,"Sunlight filtering through vibrant red maple leaves, creating a warm, hazy atmosphere.",sunlight filtering vibrant red maple leaves creating warm hazy atmosphere,12,10
Screenshot 2026-04-24 154940.png,Looks_Like_Fire,"Soft, diffused light from overcast sky with no active flames or smoke.",soft diffused light overcast sky no active flames smoke,12,9
Screenshot 2026-04-24 154944.png,Looks_Like_Fire,Vibrant sunset illuminates cityscape with fiery clouds and streetlights.,vibrant sunset illuminates cityscape fiery clouds streetlights,9,7
Screenshot 2026-04-24 154948.png,Looks_Like_Fire,"Sun setting, creating warm orange glow and soft haze over suburban houses.",sun setting creating warm orange glow soft haze suburban houses,12,10
Screenshot 2026-04-24 154952.png,Looks_Like_Fire,"Sun setting, vibrant clouds illuminated by warm, fiery hues.",sun setting vibrant clouds illuminated warm fiery hues,9,8
Screenshot 2026-04-24 154958.png,Looks_Like_Fire,"Soft, diffused light from a partly cloudy sky illuminates the vibrant red leaves.",soft diffused light partly cloudy sky illuminates vibrant red leaves,13,10
Screenshot 2026-04-24 155004.png,Looks_Like_Fire,"Sunlight filtering through colorful autumn leaves, creating a warm, hazy atmosphere.",sunlight filtering colorful autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 155009.png,Looks_Like_Fire,Bright flames and active flames creating light and haze in a smoky environment.,bright flames active flames creating light haze smoky environment,13,9
Screenshot 2026-04-24 155013.png,Looks_Like_Fire,"Active flames creating bright, intense light and smoke in a dark, atmospheric environment.",active flames creating bright intense light smoke dark atmospheric environment,13,10
Screenshot 2026-04-24 155018.png,Looks_Like_Fire,Fire illuminating the night sky with dense smoke.,fire illuminating night sky dense smoke,8,6
Screenshot 2026-04-24 155022.png,Looks_Like_Fire,"Stars and distant galaxies creating light, dense smoke and haze.",stars distant galaxies creating light dense smoke haze,10,8
Screenshot 2026-04-24 155026.png,Looks_Like_Fire,Orange haze created by active flames in a controlled environment.,orange haze created active flames controlled environment,10,7
Screenshot 2026-04-24 155031.png,Looks_Like_Fire,"Sunset with warm, diffused light and soft haze.",sunset warm diffused light soft haze,8,6
Screenshot 2026-04-24 160450.png,Looks_Like_Fire,"Sunlight filtering through autumn leaves, creating a warm, golden glow.",sunlight filtering autumn leaves creating warm golden glow,10,8
Screenshot 2026-04-24 160457.png,Looks_Like_Fire,"Golden sunlight filtering through autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 160504.png,Looks_Like_Fire,"Sunlight filtering through vibrant red maple leaves, creating a warm, golden glow.",sunlight filtering vibrant red maple leaves creating warm golden glow,12,10
Screenshot 2026-04-24 160511.png,Looks_Like_Fire,"Sun setting, casting warm glow and creating lens flare, with clear sky and autumn foliage.",sun setting casting warm glow creating lens flare clear sky autumn foliage,15,12
Screenshot 2026-04-24 160514.png,Looks_Like_Fire,"Golden autumn leaves illuminated by warm, natural sunlight filtering through a clear sky.",golden autumn leaves illuminated warm natural sunlight filtering clear sky,13,10
Screenshot 2026-04-24 160518.png,Looks_Like_Fire,"Golden sunlight filtering through vibrant autumn foliage, creating a warm, hazy atmosphere over a tranquil lake.",golden sunlight filtering vibrant autumn foliage creating warm hazy atmosphere tranquil lake,16,12
Screenshot 2026-04-24 160522.png,Looks_Like_Fire,"Sunset illuminating autumn trees, creating warm, golden light and soft haze.",sunset illuminating autumn trees creating warm golden light soft haze,11,10
Screenshot 2026-04-24 160529.png,Looks_Like_Fire,"Golden sunlight filtering through vibrant autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering vibrant autumn leaves creating warm hazy atmosphere,12,10
Screenshot 2026-04-24 160535.png,Looks_Like_Fire,"Golden sunlight filtering through autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 160539.png,Looks_Like_Fire,"Golden sunlight filtering through vibrant autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering vibrant autumn leaves creating warm hazy atmosphere,12,10
Screenshot 2026-04-24 160543.png,Looks_Like_Fire,"Golden sunlight filtering through autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 160552.png,Looks_Like_Fire,"Golden sunlight filtering through vibrant autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering vibrant autumn leaves creating warm hazy atmosphere,12,10
Screenshot 2026-04-24 160557.png,Looks_Like_Fire,"Golden sunlight filtering through vibrant red maple leaves, creating a warm, hazy atmosphere.",golden sunlight filtering vibrant red maple leaves creating warm hazy atmosphere,13,11
Screenshot 2026-04-24 160602.png,Looks_Like_Fire,"Soft, diffused light filtering through autumn leaves, creating a warm, hazy atmosphere.",soft diffused light filtering autumn leaves creating warm hazy atmosphere,12,10
Screenshot 2026-04-24 160615.png,Looks_Like_Fire,"Golden sunlight filtering through vibrant autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering vibrant autumn leaves creating warm hazy atmosphere,12,10
Screenshot 2026-04-24 160620.png,Looks_Like_Fire,"Sunlight filtering through vibrant orange maple leaves, creating a warm, glowing atmosphere.",sunlight filtering vibrant orange maple leaves creating warm glowing atmosphere,12,10
Screenshot 2026-04-24 160625.png,Looks_Like_Fire,"Golden sunlight filtering through autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 160630.png,Looks_Like_Fire,"Golden sunlight filtering through autumn leaves, clear blue sky, no haze or light sources.",golden sunlight filtering autumn leaves clear blue sky no haze light sources,14,12
Screenshot 2026-04-24 160635.png,Looks_Like_Fire,"Golden sunlight filtering through autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 160640.png,Looks_Like_Fire,"Warm sunlight filtering through autumn leaves, creating a soft, diffused light.",warm sunlight filtering autumn leaves creating soft diffused light,11,9
Screenshot 2026-04-24 160651.png,Looks_Like_Fire,"Golden sunlight filtering through autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 160659.png,Looks_Like_Fire,"Golden sunlight filtering through autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 160704.png,Looks_Like_Fire,"Sunset casting warm hues, soft light filtering through autumn leaves.",sunset casting warm hues soft light filtering autumn leaves,10,9
Screenshot 2026-04-24 160708.png,Looks_Like_Fire,"Soft, warm light from active flames creating a hazy atmosphere.",soft warm light active flames creating hazy atmosphere,10,8
Screenshot 2026-04-24 160714.png,Looks_Like_Fire,"Golden sunlight filtering through vibrant autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering vibrant autumn leaves creating warm hazy atmosphere,12,10
Screenshot 2026-04-24 160720.png,Looks_Like_Fire,"Golden sunlight filtering through vibrant autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering vibrant autumn leaves creating warm hazy atmosphere,12,10
Screenshot 2026-04-24 160725.png,Looks_Like_Fire,"Golden sunlight filtering through autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 160730.png,Looks_Like_Fire,"Soft, diffused light from overcast sky creates gentle haze in park setting.",soft diffused light overcast sky creates gentle haze park setting,12,10
Screenshot 2026-04-24 160735.png,Looks_Like_Fire,"Golden sunlight filtering through vibrant red maple leaves, creating a warm, hazy atmosphere.",golden sunlight filtering vibrant red maple leaves creating warm hazy atmosphere,13,11
Screenshot 2026-04-24 160739.png,Looks_Like_Fire,"Sunlight filtering through vibrant autumn leaves, creating a warm, golden glow.",sunlight filtering vibrant autumn leaves creating warm golden glow,11,9
Screenshot 2026-04-24 160744.png,Looks_Like_Fire,"Sunlight filtering through autumn leaves, creating a warm, hazy atmosphere.",sunlight filtering autumn leaves creating warm hazy atmosphere,10,8
Screenshot 2026-04-24 160749.png,Looks_Like_Fire,"Golden sunlight filtering through autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 160753.png,Looks_Like_Fire,Golden autumn leaves illuminated by sunlight filtering through a clear blue sky.,golden autumn leaves illuminated sunlight filtering clear blue sky,12,9
Screenshot 2026-04-24 160758.png,Looks_Like_Fire,"Golden sunlight filtering through autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 160803.png,Looks_Like_Fire,"Soft, diffused light from a setting sun filtering through autumn leaves, creating a warm, hazy atmosphere.",soft diffused light setting sun filtering autumn leaves creating warm hazy atmosphere,16,12
Screenshot 2026-04-24 160809.png,Looks_Like_Fire,"Sunlight filtering through frosty leaves, creating a warm, diffused glow.",sunlight filtering frosty leaves creating warm diffused glow,10,8
Screenshot 2026-04-24 160813.png,Looks_Like_Fire,"Golden sunlight filtering through autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 160816.png,Looks_Like_Fire,"Golden sunlight filtering through vibrant autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering vibrant autumn leaves creating warm hazy atmosphere,12,10
Screenshot 2026-04-24 160821.png,Looks_Like_Fire,"Soft, diffused light from a partly cloudy sky creates a gentle haze over the autumn leaves.",soft diffused light partly cloudy sky creates gentle haze autumn leaves,16,11
Screenshot 2026-04-24 160824.png,Looks_Like_Fire,"Warm, glowing light from active flames creates a hazy, autumnal atmosphere.",warm glowing light active flames creates hazy autumnal atmosphere,11,9
Screenshot 2026-04-24 160830.png,Looks_Like_Fire,"Sunlight filtering through autumn leaves, creating a soft, warm glow with a clear blue sky.",sunlight filtering autumn leaves creating soft warm glow clear blue sky,15,11
Screenshot 2026-04-24 160834.png,Looks_Like_Fire,"Golden sunlight filtering through autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 160839.png,Looks_Like_Fire,"Golden sunlight filtering through autumn leaves, creating a warm, hazy atmosphere.",golden sunlight filtering autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 160844.png,Looks_Like_Fire,"Golden sunlight filters through vibrant autumn leaves, casting warm hues and creating a soft, diffused light.",golden sunlight filters vibrant autumn leaves casting warm hues creating soft diffused light,16,13
Screenshot 2026-04-24 160853.png,Looks_Like_Fire,"Warm, glowing light from distant trees creates a hazy, autumnal atmosphere.",warm glowing light distant trees creates hazy autumnal atmosphere,11,9
Screenshot 2026-04-24 160857.png,Looks_Like_Fire,"Golden leaves catch sunlight, creating a vibrant, clear blue sky backdrop.",golden leaves catch sunlight creating vibrant clear blue sky backdrop,11,10
Screenshot 2026-04-24 160902.png,Looks_Like_Fire,"Warm, golden light filtering through autumn leaves, creating a soft, hazy atmosphere.",warm golden light filtering autumn leaves creating soft hazy atmosphere,12,10
Screenshot 2026-04-24 160906.png,Looks_Like_Fire,"Sunset casting rays through autumn leaves, creating a warm, hazy atmosphere.",sunset casting rays autumn leaves creating warm hazy atmosphere,11,9
Screenshot 2026-04-24 160909.png,Looks_Like_Fire,"Sunlight filtering through autumn leaves, creating warm, golden light and soft haze.",sunlight filtering autumn leaves creating warm golden light soft haze,12,10
Screenshot 2026-04-24 160914.png,Looks_Like_Fire,"Warm, golden light from streetlamps illuminates the autumn leaves, creating a cozy, hazy atmosphere.",warm golden light streetlamps illuminates autumn leaves creating cozy hazy atmosphere,14,11
WEB00217.jpg,Looks_Like_Fire,"Sun setting, casting warm light and creating a soft haze over the landscape.",sun setting casting warm light creating soft haze landscape,13,9
WEB00240.jpg,Looks_Like_Fire,"Sun setting, casting warm light through scattered clouds, creating a soft haze over urban landscape.",sun setting casting warm light scattered clouds creating soft haze urban landscape,15,12
WEB00448.jpg,Looks_Like_Fire,"Sun setting, casting warm light over urban landscape with scattered clouds.",sun setting casting warm light urban landscape scattered clouds,11,9
WEB00573.jpg,Looks_Like_Fire,Bright sunlight illuminating clear blue sky with no haze or light sources.,bright sunlight illuminating clear blue sky no haze light sources,12,10
WEB00607.jpg,Looks_Like_Fire,"Sun shining brightly, clear blue sky, no haze or light sources.",sun shining brightly clear blue sky no haze light sources,11,10
WEB00706.jpg,Looks_Like_Fire,"Sunset illuminates clouds, creating a pink and purple haze over a forested landscape.",sunset illuminates clouds creating pink purple haze forested landscape,13,9
WEB00730.jpg,Looks_Like_Fire,"Sunset illuminating clouds, creating vibrant orange and red hues.",sunset illuminating clouds creating vibrant orange red hues,9,8
WEB00740.jpg,Looks_Like_Fire,"Sunset illuminating clouds, creating dramatic orange and red hues.",sunset illuminating clouds creating dramatic orange red hues,9,8
WEB00953.jpg,Looks_Like_Fire,"Sunlight filtering through dense forest canopy, creating a soft, hazy atmosphere.",sunlight filtering dense forest canopy creating soft hazy atmosphere,11,9
WEB01111.jpg,Looks_Like_Fire,"Sun setting, casting warm orange hues over a hilly landscape with scattered clouds.",sun setting casting warm orange hues hilly landscape scattered clouds,13,10
WEB01158.jpg,Looks_Like_Fire,"Sun setting, creating warm golden light and soft haze over mountainous landscape.",sun setting creating warm golden light soft haze mountainous landscape,12,10
WEB01387.jpg,Looks_Like_Fire,"Streetlamps illuminating a wet, tree-lined road at night.",streetlamps illuminating wet tree-lined road night,8,6
WEB01590.jpg,Looks_Like_Fire,"Sun setting, creating warm glow and lens flare, with scattered clouds and distant mountains.",sun setting creating warm glow lens flare scattered clouds distant mountains,14,11
WEB02091.jpg,Looks_Like_Fire,"Sun setting, casting warm glow; clear sky with minimal haze.",sun setting casting warm glow clear sky minimal haze,10,9
WEB02182.jpg,Looks_Like_Fire,"Sun setting, casting warm light and creating lens flare, clear sky with minimal haze.",sun setting casting warm light creating lens flare clear sky minimal haze,14,12
